1,5,値段,話,高い,わけ,TOSHIBA
747,5,価格,性,信頼,購入,的
753,4,価格,10,納得,今,ドライブ,クラス,ところ
754,5,値段,32,手頃,GB,満足
755,5,値段,よかっ,ページ,検索
756,5,価格,的,いい,長期,問題,値段,ドラレコ
758,5,値段,ミニ,旧い,マイクロ,SD
759,5,安い,価格,購入,文句,問題
773,5,ところ,値段,不具合,安い,良かっ
774,5,価格,２,後,GB,満足
778,5,価格,購入,店,ジャンル,検討
782,5,値段,安かっ,購入,割,得
786,5,価格,購入,Transcend,microSDHC,ため
795,5,価格,込み,なし,送料,問題
799,5,値段,10,読み込み,家電,手ごろ
802,4,価格,店,コストパフォーマンス,一般
804,3,安い,使用,的,こと,価格
812,5,値段,相応,動作,無く,安く
817,3,価格,ホ,32,ＧＢ,びっくり,購入,スマ
819,4,値段,SDHC,評価,もの,カード
822,4,値段,不満,安く,何,容量
829,3,値段,やすく,なん,これ,いい
830,5,安い,価格,心配,問題
831,5,値段,不便,よう,なく,問題
840,4,32,ＧＢ,買い物,良い,価格
847,5,値段,大丈夫,評価,ほう,安い
848,4,価格,的,魅力,タイプ,容量
850,5,安い,使用,大変,次,価格
857,3,値段,良心,ふつう,的,問題
858,5,一番,価格,不具合,等,安かっ
859,5,価格,共,いい,製品
861,4,記録,満足,問題,性能,価格
864,3,値段,非常,安く,満足
865,4,値段,安心,保障,期限
869,5,価格,早い,処理,保証,期限
874,5,値段,そこそこ,満足,機能,問題
881,5,安い,価格,店,量販,安く,大変,の
884,4,値段,10,安い,class,違和感
889,5,ありがたい,性,こと,耐久,価格
896,5,安い,価格,２,３,送料,Ｇ,購入
898,4,価格,なし,安く,問題
899,5,値段,２,問題,GB,何
904,5,値段,他,クオリティ,無かっ
909,3,時,価格,購入,予備
911,5,値段,購入,安く,心配,枚
913,5,値段,使用,なく,安く,ひょっと
918,5,価格,梱包,ナシ,もの,問題
919,4,相応,価格,問題
934,4,おすすめ,価格,よかっ,安く
937,4,価格,安く,問題
946,4,値段,セット,いい,強み
949,5,価格,安く,性能,問題
951,5,値段,安,激,とも,品質
952,5,値段,使用,安く,容量,問題
957,5,途中,価格,音楽,再生,の,しょうが
958,2,大きい,価格,安く,もの,問題
973,5,値段,安かっ,安定,問題
979,5,価格,転換,ＧＯＯＤ,容量
985,4,価格,良かっ,安く,の
987,5,ところ,値段,安く,良い,問題
990,5,用,価格,購入,枚,数
994,5,価格,手頃,なし,Gb,32
1009,5,安けれ,不満,満足,価格
1012,3,価格,ドライブ,容量
1014,5,値段,使用,納得,問題
1018,3,値段,安く,良かっ
1025,5,値段,動作,なく,お買い得
1028,4,値段,よかっ,Good,速い,それなり
1041,3,価格,よかっ,安く,好き,品質
1042,5,価格,これ,ありがたい,的,ところ,増し,実現
1044,4,価格,良い,手ごろ
1049,4,値段,奨め,パフォーマンス
1051,4,他,価格,効果,家族,容量
1061,5,今後,価格,提供,商品,手ごろ
1064,5,値段,読み込み,良かっ,買得,早く
1065,5,値段,32,的,安く,GB
1066,4,安い,価格,発送,急ぎ,速く
1083,5,不便,値段,なく,家,安かっ
1092,5,値段,使用,的,良い,問題
1093,5,価格,商品,機会,品質,手ごろ
1096,4,値段,安い,保証,期限
1107,4,価格,割,class
1109,5,安い,10,購入,良かっ,価格
1112,5,値段,10,Class,満足
1117,5,普通,価格,安い,良かっ
1121,4,価格,期待,安価,速度,速く
1122,5,10,驚き,ドラレコ,CIass,価格
1126,5,価格,安く,性能,商品,問題
1127,5,値段,満足,無く,安く,問題
1128,5,値段,安く,買い物,いい,一
1131,4,価格,気,よう,手ごろ
1140,3,値段,安かっ,的,値打ち
1141,5,他,値段,いい,絶対,買い物
1143,5,値段,32,良い,G,買い物
1145,4,使用,的,問題,満足,価格
1146,5,市販,使用,購入,安く,価格
1147,5,価格,データ,破損,問題
1152,5,値段,作動,安く,良かっ,中
1155,5,価格,安く,良い,イメージ
1159,5,値段,使用,パ,良い,手ごろ
1162,5,値段,自分,感激,手頃,さ
1167,5,値段,32,ギガ,ホ,問題
1169,5,価格,購入,金額
1170,4,値段,何,問題
1184,5,値段,安い,音楽,これ,満足
1192,5,値段,的,お買い得,問題
1195,5,価格,安く,性能
1197,4,普通,価格,商品,いい,問題
1198,4,余裕,値段,お買い得,安い,ドライブレコーダ
1199,5,値段,32,購入,GB,いい
1201,4,用,価格,購入,安く,書き込み
1206,5,価格,千,事,3,申し立て,自己,苦情,安価,値段,購入
1208,5,値段,使用,安く,レコーダー,容量
1211,5,値段,購入,安く,カード,満足
1213,3,値段,色々,マイクロ,いい,なか
1214,3,くし,価格,よう,大丈夫
1215,5,安い,価格,いい,ほか
1221,5,値段,安く,b,*),問題
1222,5,十分,価格,容量
1224,4,価格,商品,記録,うれしい,問題
1230,4,価格,満足,メモリー,タッチパッド,容量
1233,5,10,保障,class,品質,価格
1238,5,値段,注文,お買い得
1254,5,値段,大丈夫,動作,割,問題
1255,4,手軽,価格,安く,良い
1258,3,値段,得,動作,安価,問題
1259,5,もん,10,安く,class,価格
1263,5,値段,安い,sdhctaioo,良い,sd
1266,5,安い,利用,割,良い,価格
1268,3,やすく,価格,商品,安く
1272,4,迅速,価格,配送,OK,問題
1283,4,値段,２,良かっ,３,問題
1288,3,価格,トランセンド,G,６,安く,よかっ,購入
1290,5,値段,店,量販,手ごろ
1292,5,値段,使用,よかっ,手ごろ,問題
1294,5,安い,32,G,価格
1314,5,値段,よい,商品,パ,十分
1315,5,32,GB,価格
1324,5,価格,デジタルオーディオプレーヤー,満足
1326,4,価格,良かっ,もの,早く
1328,4,値段,前回,問題
1331,5,値段,そこ,ネット,作動,状況
1338,4,価格,満足,何,低い,問題
1343,5,以上,価格,お買い得,問題
1344,5,価格,なく,快適,安く,良い
1349,5,安い,価格,二つ,問題
1352,5,安い,値段,やすい,お買い得,クラス
1353,5,値段,安く,コストパフォーマンス,問題
1367,5,値段,使用,安い,問題
1369,5,価格,お買い得,めちゃめちゃ
1370,5,10,期限,保証,クラス,価格
1373,2,ない,ん,値段,値,普及
1374,3,アマゾン,G,32,いい,ん,家電,値段,手頃
1376,5,値段,記録,満足,安く,容量
1380,5,値段,現状,大変,GB,容量
1394,4,値段,なく,快適,ナイス,手ごろ
1395,5,値段,おすすめ,的,なし,問題
1405,5,価格,高性能,割,良い
1407,5,価格,購入,良かっ,安く,問題
1426,5,価格,てごろ,動画,良い,問題
1428,5,値段,ＩＣ,手ごろ
1436,4,十分,使用,高く,問題,価格
1439,4,価格,手頃,メーカー,推奨,安心
1443,5,イイ,価格,店頭,安く,購入
1445,5,用,値段,手頃,DS,問題
1447,4,用,値段,購入,お買い得,的
1448,5,価格,グレード,品質,満足
1451,5,安い,価格,対応,敏速
1455,5,通り,価格,商品,今後,適正
1459,4,価格,購入,満足,保証,期限
1463,5,価格,近い,破壊,文句,付,値段,アダプタ
1465,4,安い,価格,もの,の
1466,4,価格,期限,32,なし,魅力,GB,保証,こと
1467,4,価格,よう,安かっ,割り,容量
1476,5,価格,不具合,商品,いい,以上,なく,品質
1478,5,価格,購入,安く,共,問題
1482,5,値段,安く,いい,問題
1489,5,普通,よい,安く,コストパフォーマンス,価格
1502,5,値段,的,満足,何,問題
1505,5,用,価格,購入,手頃,非常
1508,5,値段,安かっ,よかっ,今後,手ごろ
1513,4,価格,Ａｍａｚｏｎ,まんぞく,クラス,性能
1514,5,値段,32,コストパフォーマンス,GB,大
1516,5,携帯,価格,使用,容量
1523,4,値段,安い,スピード,満足
1524,4,値段,最高,コストパフォーマンス,これ,容量
1528,5,価格,動作,安く,問題
1531,5,値段,媒体,購入,ブランド,選択
1537,3,正常,作動,満足,価格
1539,5,用,価格,こと,安い,保存
1541,5,値段,安い,重宝,お世話
1555,5,価格,満足,使い勝手,安かっ
1559,5,値段,安値,安く,書き込み,ススメ
1572,5,携帯,10,破格,class,価格
1573,4,リーズナブル,価格,購入,ＤＶ,G
1576,5,手の物,値段,方向,さ,安
1578,4,Transcend,安く,ドライブ,良い,価格
1579,5,値段,商品,安く,良い
1580,5,価格,安く,大変,良い,満足
1584,5,普通,使用,値段,商品,良い
1587,5,値段,お買い得,感,いい
1599,5,値段,使用,安い,問題
1601,4,価格,手頃,無く,トラブル,ほし
1609,5,値段,良い,品
1621,5,価格,安く,transend,カード,安定
1624,5,最近,価格,トレンド,ハード,どちら
1629,4,価格,文句,無し,安く,問題
1633,5,値段,安い,速度,普通,殆ど
1638,5,価格,購入,評価,問題
1647,5,値段,測定,オススメ,スピード,高く
1648,4,値段,付き,いい,アダプター
1652,3,作り,価格,商品,割,お世話
1653,5,使用,とも,品質,今回,価格
1654,4,価格,購入,何,方,アダプター
1655,5,安い,値段,店,良い,容量
1674,5,価格,購入,割,保証,ため
1675,5,コス,価格,永久,パ,保証
1679,5,半分,ショップ,価格,問題,以下,店頭,満足
1690,4,価格,良かっ,安く,使用
1697,4,安い,値段,１,満足
1700,5,値段,安い,不具合,保証,期限
1705,4,価格,３,感じ,良い,手頃,カード
1709,1,値段,使用,的,性能,フォン
1710,5,用,値段,購入,SD
1711,5,値段,相応,満足
1714,1,イイ,価格,性能,アダプター
1720,5,値段,安い,ほう,どおり,性能
1723,5,価格,不具合,なし,手頃,いい
1724,5,値段,安く,読み込み,大変,良く
1732,5,納得,よい,やすく,品,価格
1750,1,普通,値段,的,良い,問題
1752,5,価格,商品,お願い,タブレット,満足
1760,4,値段,リーズナブル,コストパフォーマンス
1769,4,値段,購入,品質,満足
1776,5,安い,価格,OK,安く,防犯,確認,満足
1788,4,価格,満足,投稿,込み,値段,容量
1795,5,A,価格,魅力,(;^_^,相性
1796,3,値段,使用,バックアップ,よかっ,手頃
1798,5,価格,的,満足,５つ,問題
1809,4,使用,購入,レコーダー,カード,価格
1815,4,０,価格,１,いつ,ん,最高,クラス,満足
1822,4,値段,量販,感想,ベンチ,近く
1825,5,安い,価格,的
1827,5,安い,価格,Docomo,設定,もの
1828,5,価格,スマ,ＧＯＯＤ
1834,5,価格,MSD,実用
1835,4,価格,バランス,商品,類,品質
1836,5,価格,今中,トランセント,レコーダー,ドライブ,ＳＤＨＣ,よかっ,~
1837,5,値段,通常,満足,カード,SD
1838,5,何,全て,わたし,安さ,問題,値段,速度
1851,4,値段,いい,保証,期限
1854,4,値段,手,所,商品,今
1859,4,値段,安く,奨め,あきらめ,Ｇ
1863,5,価格,お買い得,データ,保証,問題
1865,3,ＧＢclass,10,値段,問題
1871,5,レビュー,回,参考,故障,価格
1873,5,価格,購入,満足,トランセンド,問題
1878,4,値段,安い,物,メーカー
1884,4,安い,価格,今,中,問題,使用,良し
1891,4,価格,不都合,無く,底値
1894,5,値段,10,割,E,補償
1898,4,梱包,商品,発送,品質,価格
1901,5,値段,1,読み書き,値打ち,問題
1904,5,値段,有難い,~。,撮影,容量
1905,5,値段,不満,スピード,ない,容量
1908,3,価格,文句,無し,メーカー,ギガ,64,値段,物
1917,5,値段,10,Class,ありがたい,の
1919,3,価格,対,どおり,性能,製品
1927,5,値段,動作,共
1931,5,値段,安かっ,他社,安く,送料
1934,5,値段,32,ＧＢ,安定,ない
1937,5,値段,希望,パ,良い,通り
1939,4,値段,ありがたかっ,もの,品質
1940,4,コス,価格,パ,良い,容量
1941,5,無い,価格,容量,不満
1946,5,普通,使用,値段,安く,良い
1947,4,値段,問題,お買い得,容量
1950,5,価格,機器,様,処理,速度
1951,3,安い,価格,量販,凄く,店,ファイル,写真
1952,4,32,データ,GB,いい,価格
1954,5,０,１,値段,激,安
1970,5,値段,...,トランセンド,それ,容量
1973,1,値段,トランセンド,なし,文句,問題
1974,5,用,値段,文句,つけ,容量
1977,5,価格,保証,期限
1988,5,他,価格,的,問題
1996,4,価格,お気に入り,保証,期限
1997,4,値段,10,無い,クラス
2004,5,値段,高性能,16
2008,4,値段,以上,それ
2009,4,安い,価格,商品,満足
2010,5,値段,他,店
2022,5,値段,安い,倍,３,利用
2025,4,値段,携帯,有難い
2026,5,量,価格,ＧＢ,保存,安価
2027,5,安い,価格,...
2031,4,ん,安く,大変,何,価格
2032,5,価格,割,良かっ
2042,4,８,値段,期限,GB,嬉しく
2044,4,値段,32,安い,GB,!!
2052,3,10,安かっ,class,ドライブ,価格
2053,4,納得,価格,SDHC,満足,手
2055,3,到着,満足,後,問題,価格
2078,5,価格,購入,バランス,の,性能
2079,4,コンパクトドライブレコーダー,何,問題,レコーダー,価格
2086,5,価格,２,GOOD,パ,３
2089,4,価格,満足,次回,容量
2091,5,値段,安く,認識,いい,問題
2104,4,値段,手,重宝
2107,3,安い,価格,２,今,G
2120,5,10,一,安く,Class,価格
2123,3,値段,判断,こと,初め
2128,5,ところ,価格,バイト,今,ビックリ
2136,5,値段,手頃,てごろ,いい
2139,5,価格,２,ＧＢ,ホ,スマ
2144,5,普通,価格,的,無し,安い
2145,5,値段,安かっ,不具合,なく,満足
2158,5,値段,おすすめ,気,的,方
2164,3,値段,使用,中,購入,安かっ
2167,4,取りあえず,価格,高かっ
2181,4,価格,高い,お買い得,の
2183,3,値段,永久,保証,得
2188,3,値段,デリバリー,なく,速,不可
2190,5,他,価格,格安,購入,GB
2193,5,安い,価格,安く,性能
2205,4,普通,値段,週間,の,いい
2208,4,価格,手頃,品,良品
2233,3,他,価格,比較
2239,4,普通,価格,購入,商品,やすかっ
2254,5,値段,やすかっ,用途,よう,星
2258,1,ない,値段,手頃,こと,これ
2268,5,安い,価格,の,保証,期限
2272,1,価格,送料,商品,発送,込,仕方,普通
2289,5,価格,手頃,なし,問題
2292,3,余裕,値段,的,満足,音楽
2295,5,２,ＧＢ,量販,うれしい,店,確認,家電,満足,値段
2299,4,安,安く,の,価格
2304,5,価格,メーカー,品質,安心
2307,5,値段,一月,メモリ,安く,購入
2316,5,価格,手ごろ,使用
2317,4,値段,相応,品
2319,5,価格,電荷,良い
2338,5,値段,安い,クラス
2341,3,相応,価格,容量
2350,5,価格,他社,購入,(^^♪,安かっ
2357,5,ところ,値段,安い,何,問題
2363,3,価格,お買い得,安く,何,問題
2365,1,価格,倍,差,馬鹿,値段,ところ,購入,音
2366,3,値段,ブランド,の,性能
2368,3,値段,安い,購入
2369,4,良い,価格,G,これ
2376,4,価格,割,今,の,良い
2378,4,普通,値段,割,認識,いい
2382,2,安い,価格,曰く,カード,さん
2392,2,1,価格,ほしい,年,勉強
